,book_url,title,genre,author,rating,pages,description,year,published
10,https://www.goodreads.com/book/show/53331138-tabitha-and-fritz-trade-places,Tabitha and Fritz Trade Places,children's,Katie Frawley,4.35,40,"Pack your bags and join Tabitha and Fritz as they journey across the world to switch lives.Tabitha the cat is tired of her easy, coddled life. An adventure across the world might spice things up! Fritz the elephant dreams of celebrating his birthday with an exciting voyage to a faraway place. So after the two connect online via Lair-bnb, they pack their bags and head across the globe to trade places. Will Fritz love the city life? Will the rain forest be all that Tabitha has hoped for? Join this adventurous pair as they find out whether the grass really is greener…on the other side of the world!",2021,Published         June 1st 2021          by Two Lions
11,https://www.goodreads.com/book/show/57094644-daughter-of-the-deep,Daughter of the Deep,children's,Rick Riordan,4.35,352,"New York Times #1 best-selling author Rick Riordan pays homage to Jules Verne in his exciting modern take on 20,000 Leagues Under the Sea.Ana Dakkar is a freshman at Harding-Pencroft Academy, a five-year high school that graduates the best marine scientists, naval warriors, navigators, and underwater explorers in the world. Ana's parents died while on a scientific expedition two years ago, and the only family's she's got left is her older brother, Dev, also a student at HP. Ana's freshman year culminates with the class's weekend trial at sea, the details of which have been kept secret. She only hopes she has what it'll take to succeed. All her worries are blown out of the water when, on the bus ride to the ship, Ana and her schoolmates witness a terrible tragedy that will change the trajectory of their lives.But wait, there's more. The professor accompanying them informs Ana that their rival school, Land Institute, and Harding-Pencroft have been fighting a cold war for a hundred and fifty years. Now that cold war has been turned up to a full broil, and the freshman are in danger of becoming fish food. In a race against deadly enemies, Ana will make amazing friends and astounding discoveries about her heritage as she puts her leadership skills to the test for the first time.",2021,Published         October 26th 2021          by Disney-Hyperion
12,https://www.goodreads.com/book/show/55004097-ophie-s-ghosts,Ophie's Ghosts,children's,Justina Ireland,4.34,336,"The New York Times bestselling author of Dread Nation makes her middle grade debut with a sweeping tale of the ghosts of our past that won't stay buried, starring an unforgettable girl named Ophie.Ophelia Harrison used to live in a small house in the Georgia countryside. But that was before the night in November 1922, and the cruel act that took her home and her father from her. Which was the same night that Ophie learned she can see ghosts.Now Ophie and her mother are living in Pittsburgh with relatives they barely know. In the hopes of earning enough money to get their own place, Mama has gotten Ophie a job as a maid in the same old manor house where she works.Daffodil Manor, like the wealthy Caruthers family who owns it, is haunted by memories and prejudices of the past--and, as Ophie discovers, ghosts as well. Ghosts who have their own loves and hatreds and desires, ghosts who have wronged others and ghosts who have themselves been wronged. And as Ophie forms a friendship with one spirit whose life ended suddenly and unjustly, she wonders if she might be able to help--even as she comes to realize that Daffodil Manor may hold more secrets than she bargained for.",2021,Published         May 18th 2021          by Balzer + Bray
13,https://www.goodreads.com/book/show/56024280-the-many-meanings-of-meilan,The Many Meanings of Meilan,children's,Andrea Wang,4.34,364,"A family feud before the start of seventh grade propels Meilan from Boston's Chinatown to rural Ohio, where she must tap into her inner strength and sense of justice to make a new place for herself in this resonant debut.Meilan Hua's world is made up of a few key ingredients: her family's beloved matriarch, Nai Nai; the bakery her parents, aunts, and uncles own and run in Boston's Chinatown; and her favorite Chinese fairy tales.After Nai Nai passes, the family has a falling-out that sends Meilan, her parents, and her grieving grandfather on the road in search of a new home. They take a winding path cross-country before landing in Redbud, Ohio. Everything in Redbud is the opposite of Chinatown, and Meilan's not quite sure who she is--being renamed at school only makes it worse. She decides she is many Meilans, each inspired by a different Chinese character with the same pronunciation as her name. Sometimes she is Mist, cooling and invisible; other times, she's Basket, carrying her parents' hopes and dreams and her guilt of not living up to them; and sometimes she is bright Blue, the way she feels around her new friend Logan. Meilan keeps her facets separate until an injustice at school shows her the power of bringing her many selves together.",2021,Published         August 17th 2021          by Kokila
14,https://www.goodreads.com/book/show/54223084-we-are-still-here,We Are Still Here!: Native American Truths Everyone Should Know,children's,Traci Sorell,4.33,40,"Twelve Native American kids present historical and contemporary laws, policies, struggles, and victories in Native life, each with a powerful refrain: We are still here!Too often, Native American history is treated as a finished chapter instead of relevant and ongoing. This companion book to the award-winning We Are Grateful: Otsaliheliga offers readers everything they never learned in school about Native American people's past, present, and future. Precise, lyrical writing presents topics including: forced assimilation (such as boarding schools), land allotment and Native tribal reorganization, termination (the US government not recognizing tribes as nations), Native urban relocation (from reservations), self-determination (tribal self-empowerment), Native civil rights, the Indian Child Welfare Act (ICWA), religious freedom, economic development (including casino development), Native language revival efforts, cultural persistence, and nationhood.",2021,Published         April 20th 2021          by Charlesbridge Publishing
15,https://www.goodreads.com/book/show/57749086-a-home-again,A Home Again,children's,Colleen Rowan Kosinski,4.31,32,"After the last brick is laid, a family moves into a brand-new house. As the family grows, the house delights in the sound of laughter echoing in its halls and the pitter-patter of little feet traversing its floors and realizes it is no longer just a house. It has become a home—their home. One day, the family packs up, and with tears in their eyes, they say goodbye. The house doesn’t know if it can ever be happy again until two men appear. It begins to feel a sliver of hope about this new family…perhaps it can become a home once more.Told from the perspective of a house, this story’s heartfelt text and beautiful illustrations convey a warmth of feeling as two families change and grow at different times within the same four walls.",2021,Published         November 1st 2021          by Two Lions
16,https://www.goodreads.com/book/show/56554614-fireborn,"Fireborn (Fireborn, #1)",children's,Aisling Fowler,4.3,384,"Lyra. Lucy. Percy. Once in a generation, a hero emerges whose story enthralls readers worldwide. Ember is full of monsters. Twelve gave up her name and identity to train in the art of hunting them--so she says. The truth is much more deadly: she trains to take revenge on those who took her family from her. But when Twelve's new home is attacked, she'll find herself on an unexpected journey, where her hidden past is inescapably intertwined with her destiny--and the very fate of her world.",2021,Published         October 5th 2021          by HarperCollins
17,https://www.goodreads.com/book/show/52498094-many-points-of-me,Many Points of Me,children's,Caroline Gertler,4.29,0,"When Georgia finds a secret sketch her late father—a famed artist—left behind, the discovery leads her down a path that may reshape everything holding her family and friends together.Georgia Rosenbloom’s father was a famous artist. His most-well-known paintings were a series of asterisms—patterns of stars—that he created. One represented a bird; one, himself; and one, Georgia’s mother. There was supposed to be a fourth, but Georgia’s father died before he could paint it. Georgia’s mother and Georgia's best friend, Theo, are certain that the last asterism would’ve been of Georgia, but Georgia isn’t so sure. She isn’t sure about anything anymore—including whether Theo is still her best friend.Then Georgia finds a sketch her father made of her. One with pencil points marked on the back—just like those in the asterism paintings. Could this finally be the proof that the last painting would have been of her? Georgia’s quest to prove her theory takes her around her Upper West Side neighborhood in New York City and to the Metropolitan Museum of Art, which was almost a second home to Georgia, since she had visited favorite artists and paintings there constantly with her father. But the sketch leads right back to where she’s always belonged—with the people who love her, no matter what.",2021,Published         2021          by Greenwillow
18,https://www.goodreads.com/book/show/43517256-city-of-the-plague-god,City of the Plague God,children's,Sarwat Chadda,4.28,400,"Best-selling author Rick Riordan presents CITY OF THE PLAGUE GOD, an adventure based on ancient Mesopotamian mythology written by Sarwat Chadda, author of the Ash Mistry series. Characters from the Epic of Gilgamesh populate this high-stakes contemporary adventure in which all of Manhattan is threatened by the ancient god of plagues.Thirteen-year-old Sik wants a simple life going to school and helping at his parents' deli in the evenings. But all that is blown to smithereens when Nergal comes looking for him, thinking that Sik holds the secret to eternal life.Turns out Sik is immortal but doesn't know it, and that's about to get him and the entire city into deep, deep trouble. Sik's not in this alone. He's got Belet, the adopted daughter of Ishtar, the goddess of love and war, on his side, and a former hero named Gilgamesh, who has taken up gardening in Central Park. Now all they have to do is retrieve the Flower of Immortality to save Manhattan from being wiped out by disease. To succeed, they'll have to conquer sly demons, treacherous gods, and their own darkest nightmares.",2021,Published         January 12th 2021          by Rick Riordan Presents
19,https://www.goodreads.com/book/show/53402104-ancestor-approved,Ancestor Approved: Intertribal Stories for Kids,children's,Cynthia Leitich Smith,4.27,320,"A collection of intersecting stories set at a powwow that bursts with hope, joy, resilience, the strength of community, and Native pride.In a high school gym full of color and song, Native families from Nations within the borders of the U.S. and Canada dance, sell beadwork and books, and celebrate friendship and heritage. They are the heroes of their own stories.Featured contributors: Joseph Bruchac, Art Coulson, Christine Day, Eric Gansworth, Dawn Quigley, Carole Lindstrom, Rebecca Roanhorse, David A. Robertson, Andrea L. Rogers, Kim Rogers, Cynthia Leitich Smith, Monique Gray Smith, Traci Sorell, Tim Tingle, Erika T. Wurth, and Brian Young.",2021,Published         February 9th 2021          by Heartdrum
20,https://www.goodreads.com/book/show/53175322-root-magic,Root Magic,children's,Eden Royce,4.26,352,"A historical ghost story set in South Carolina in the 1960s—a tale of courage, friendship, and Black Girl Magic.It’s 1963, and things are changing for Jezebel Turner. Her beloved grandmother has just passed away. The local police deputy won’t stop harassing her family. With school integration arriving in South Carolina, Jez and her twin brother, Jay, are about to begin the school year with a bunch of new kids. But the biggest change comes when Jez and Jay turn eleven—and their uncle, Doc, tells them he’s going train them in rootwork.Jez and Jay have always been fascinated by the African American folk magic that has been the legacy of her family for generations—especially the curious potions and powders Doc and Gran would make for the people on their island. But Jez soon finds out that her family’s true power goes far beyond small charms and elixirs...and not a moment too soon. Because when evil both natural and supernatural comes to show itself in town, it’s going to take every bit of the magic she has inside her to see her through.",2021,Published         January 5th 2021          by Walden Pond Press
21,https://www.goodreads.com/book/show/49087613-the-accidental-apprentice,"The Accidental Apprentice (Wilderlore, #1)",children's,Amanda Foody,4.26,0,"The last thing Barclay Thorne ever wanted was an adventure.Thankfully, as an apprentice to the town’s mushroom farmer, Barclay need only work hard and follow the rules to one day become the head mushroom farmer himself. No danger required. But then Barclay accidentally breaks his town’s most sacred rule: never ever EVER stray into the Woods, for within the Woods lurk vicious magical Beasts. To Barclay’s horror, he faces a fate far worse than being eaten: he unwittingly bonds with a Beast and is run out of town by an angry mob. Determined to break this bond and return home, Barclay journeys to find the mysterious town of Lore Keepers, people who have also bonded with Beasts and share their powers.",2021,Published         March 30th 2021          by Margaret K. McElderry Books
22,https://www.goodreads.com/book/show/56645653-the-troubled-girls-of-dragomir-academy,The Troubled Girls of Dragomir Academy,children's,Anne Ursu,4.23,432,"A fantasy about a kingdom beset by monsters, a mysterious school, and a girl caught in between them.If no one notices Marya Lupu, it is likely because of her brother, Luka. And that's because of what everyone knows: that Luka is destined to become a sorcerer.The Lupus might be from a small village far from the capital city of Illyria, but that doesn't matter. Every young boy born in in the kingdom holds the potential for the rare ability to wield magic, to protect the country from the terrifying force known only as the Dread.For all the hopes the family has for Luka, no one has any for Marya, who can never seem to do anything right. But even so, no one is prepared for the day that the sorcerers finally arrive to test Luka for magical ability, and Marya makes a terrible mistake. Nor the day after, when the Lupus receive a letter from a place called Dragomir Academy--a mysterious school for wayward young girls. Girls like Marya.Soon she is a hundred miles from home, in a strange and unfamiliar place, surrounded by girls she's never met. Dragomir Academy promises Marya and her classmates a chance to make something of themselves in service to one of the country's powerful sorcerers. But as they learn how to fit into a world with no place for them, they begin to discover things about the magic the men of their country wield, as well as the Dread itself--things that threaten the precarious balance upon which Illyria is built.",2021,Published         October 12th 2021          by Walden Pond Press
23,https://www.goodreads.com/book/show/55644068-kiki-kallira-breaks-a-kingdom,Kiki Kallira Breaks a Kingdom,children's,Sangu Mandanna,4.21,352,"Kiki Kallira has always been a worrier. Did she lock the front door? Is there a terrible reason her mom is late? Recently her anxiety has been getting out of control, but one thing that has always soothed her is drawing. Kiki's sketchbook is full of fanciful doodles of the rich Indian myths and legends her mother has told her over the years.One day, her sketchbook's calming effect is broken when her mythological characters begin springing to life right out of its pages. Kiki ends up falling into the mystical world she drew, which includes a lot of wonderful discoveries like the band of rebel kids who protect the kingdom, as well as not-so-great ones like the ancient deity bent on total destruction. As the one responsible for creating the evil god, Kiki must overcome her fear and anxiety to save both worlds--the real and the imagined--from his wrath. But how can a girl armed with only a pencil defeat something so powerful?",2021,Published         July 6th 2021          by Viking Books for Young Readers
24,https://www.goodreads.com/book/show/54416138-shirley-chisholm-dared,Shirley Chisholm Dared: The Story of the First Black Woman in Congress,children's,Alicia D. Williams,4.2,48,"Discover the inspiring story of the first black woman elected to Congress and to run for president in this picture book biography from a Newbery Honor-winning author and a Coretta Scott King-John Steptoe New Talent Award-winning illustrator.
Meet Shirley, a little girl who asks way too many questions! After spending her early years on her grandparents' farm in Barbados, she returns home to Brooklyn and immediately makes herself known. Shirley kicks butt in school; she breaks her mother's curfew; she plays jazz piano instead of classical. And as a young adult, she fights against the injustice she sees around her, against women and black people. Soon she is running for state assembly...and winning in a landslide. Three years later, she is on the campaign trail again, as the first black woman to run for Congress. Her slogan? Fighting Shirley Chisholm--Unbought and Unbossed! Does she win? You bet she does.",2021,Published         June 1st 2021          by Anne Schwartz Books
25,https://www.goodreads.com/book/show/56483335-magic-candies,Magic Candies,children's,Heena Baek,4.19,48,"A quirky story about finding your voice, from internationally acclaimed author Heena Baek.Tong Tong could never have imagined what everyone around him was thinking. But when he gets hold of some magic candies, suddenly there are voices everywhere. He can hear how his couch feels, what upsets his dog, that his demanding dad loves him. He even gets to catch up with his dead grandmother. It turns out, these voices in Tong Tong’s life have A LOT to say! Is Tong Tong ready to hear it?At turns funny, weird, and heartfelt, this imaginative picture book from award-winning Korean author Heena Baek will take readers along on Tong Tong’s journey as he goes from lonely to brave.",2021,Published         September 1st 2021          by Amazon Crossing Kids                             (first published March 25th 2017)
26,https://www.goodreads.com/book/show/48947244-the-raconteur-s-commonplace-book,The Raconteur's Commonplace Book (Greenglass House #5),children's,Kate Milford,4.18,391,"Nothing is what it seems and there's always more than one side to the story as a group of strangers trapped in an inn slowly reveal their secrets...The rain hasn't stopped for a week, and the twelve guests of the Blue Vein Tavern are trapped by flooded roads and the rising Skidwrack River. Among them are a ship’s captain, tattooed twins, a musician, and a young girl traveling on her own. To pass the time, they begin to tell stories—each a different type of folklore—that eventually reveal more about their own secrets than they intended.As the rain continues to pour down—an uncanny, unnatural amount of rain—the guests begin to realize that the entire city is in danger, and not just from the flood. But they have only their stories, and one another, to save them. Will it be enough?",2021,Published         February 23rd 2021          by Clarion Books
27,https://www.goodreads.com/book/show/55479342-except-antarctica,Except Antarctica,children's,Todd Sturgell,4.14,40,"Featuring a rogue group of cheeky animals who love nothing more than a challenge and a flustered, helpless narrator, this meta-leaning and hilarious picture book about animal habitats on every continent will have kids (and their adults!) laughing every time they pick it up.Turtles are found on every continent EXCEPT Antarctica. But not for long!When a David Attenborough-esque narrator explains that turtles are found everywhere except Antarctica, one determined turtle sets out to prove him wrong. After recruiting other non-Antarctic animals along the way--much to the narrator's dismay--the turtle and his adventurous friends travel through fields, forests, and cross an entire ocean to reach their goal. But what exactly do they do once they get there?Perfect for anyone who's ever gone a little too far to prove a point, this nature-documentary-gone-wrong is a gleefully funny lesson in determination and the beauty of having a contingency plan",2021,Published         July 6th 2021          by Sourcebooks Explore
28,https://www.goodreads.com/book/show/56623547-the-cursed-carnival-and-other-calamities,The Cursed Carnival and Other Calamities: New Stories About Mythic Heroes,children's,Rick Riordan,4.12,496,"Best-selling author Rick Riordan presents ten new stories--including one of his own--about beloved heroes that sprang from the imaginations of some of the best middle grade authors working today.A cave monster . . . an abandoned demon . . . a ghost who wants to erase history . . . a killer commandant . . . These are just some of the challenges confronting the young heroes in this highly entertaining anthology.All but one of the heroes previously starred in a popular book from Rick Riordan Presents. You''ll be reunited with Aru Shah, Zane Obispo, Min the fox spirit, Sal and Gabi, Tristan Strong, Nizhoni Begay, Paola Santiago, Sikander Aziz, and Riley Oh. Who is the new hero? Read Rick Riordan''s short story to find out!Ten bestselling and award-winning middle grade authors contributed to this collection: Roshani Chokshi, J.C. Cervantes, Yoon Ha Lee, Carlos Hernandez, Kwame Mbalia, Rebecca Roanhorse, Tehlor Kay Mejia, Sarwat Chadda, Graci Kim, and Rick Riordan, who also served as the editor.The cultures represented by these own-voices stories are: Indian, Mesoamerican, Korean, Cuban, Black American, African, Navajo, Mexican, Mesopotamian, and Celtic.There''s something for everyone in this collection of fast-paced and funny adventure stories that show what it takes to be a hero in any time, setting, and universe.Read more about the heroes in these best-selling books:Rick Riordan Presents: Aru Shah and the End of Time by Roshani ChokshiRick Riordan Presents: The Storm Runner by J.C. CervantesRick Riordan Presents: Dragon Pearl by Yoon Ha LeeRick Riordan Presents: Sal and Gabi Break the Universe by Carlos HernandezRick Riordan Presents: Tristan Strong Punches a Hole in the Sky by Kwame MbaliaRick Riordan Presents: Race to the Sun by Rebecca RoanhorseRick Riordan Presents: Paola Santiago and the River of Tears by Tehlor Kay MejiaRick Riordan Presents: City of the Plague God by Sarwat ChaddaRick Riordan Presents: The Last Fallen Star by Graci Kim",2021,Published         September 28th 2021          by Rick Riordan Presents
29,https://www.goodreads.com/book/show/54711012-el-cucuy-is-scared-too,"El Cucuy Is Scared, Too!",children's,Donna Barba Higuera,4.11,40,"A boy and his monster confront their mutual fears in this unlikely friendship story that’s rooted in Mexican folkloreRamón is a little boy who can’t sleep. He is nervous for his first day at a new school.And El Cucuy is the monster who lives in Ramón’s cactus pot. He can’t sleep, either.It turns out that El Cucuy is scared, too!This gentle, perceptive story explores the worries that can accompany moving to a new place and beginning a new journey—and reveals how comfort, bravery, and strength can be found through even the most unexpected of friendships.",2021,Published         July 13th 2021          by Abrams Books for Young Readers
30,https://www.goodreads.com/book/show/48914231-bridge-of-souls,"Bridge of Souls (City of Ghosts, #3)",children's,Victoria Schwab,4.09,304,"Where there are ghosts, Cassidy Blake follows ... unless it's the other way around?Cass thinks she might have this ghost-hunting thing down. After all, she and her ghost best friend, Jacob, have survived two haunted cities while travelling for her parents' TV show.But nothing can prepare Cass for New Orleans, which wears all of its hauntings on its sleeve. In a city of ghost tours and tombs, raucous music and all kinds of magic, Cass could get lost in all the colourful, grisly local legends. And the city's biggest surprise is a foe Cass never expected to face: a servant of Death itself.Cass takes on her most dangerous challenge yet...",2021,Published         March 2nd 2021          by Scholastic Press
31,https://www.goodreads.com/book/show/54222364-across-the-pond,Across the Pond,children's,Joy McCullough,4.09,288,"From the author of A Field Guide to Getting Lost comes a heartwarming story about new beginnings, burgeoning friendships, and finding your flock.Callie can’t wait for her new life to start. After a major friendship breakup in San Diego, moving overseas to Scotland gives her the perfect chance to reinvent herself. On top of that, she’s going to live in a real-life castle! But as romantic as life in a castle sounds, the reality is a little less comfortable: it’s run-down, freezing, and crawling with critters. Plus, starting off on the wrong foot with the gardener’s granddaughter doesn’t help her nerves about making new friends. So she comes up with the perfect solution: she’ll be homeschooled. Her parents agree, on one condition: she has to participate in a social activity. Inspired by a journal that she finds hidden in her bedroom, Callie decides to join a birding club. Sure, it sounds unusual, but at least it’s not sports or performing. But when she clashes with the club leader, she risks losing a set of friends all over again. Will she ever be able to find her flock and make this strange new place feel like home?",2021,Published         March 16th 2021          by Atheneum Books for Young Readers
